dataset_id,split,file_name,source_relative_path,view_relative_path,sha256,exact_hash_group_size,object_count,class_ids_present
mio_full_s42_v1,train,00011553.jpg,train/00011553.jpg,images/train/00011553.jpg,3b07192c2d6321667c5e3587ea588115216f65865a33868513cd58e21d55ad52,3,1,8
mio_full_s42_v1,train,00011554.jpg,train/00011554.jpg,images/train/00011554.jpg,67999d40633ca6de6dc589d490d7735ea7922f6759d6235c5d1e31b235c62bda,1,8,3;8;9
mio_full_s42_v1,train,00011555.jpg,train/00011555.jpg,images/train/00011555.jpg,65fc446a1a823f35f4aa980a89332ab430c9439740103ca1bab45d537a5a1519,1,6,3;5
mio_full_s42_v1,train,00011556.jpg,train/00011556.jpg,images/train/00011556.jpg,60807647f1d45194d4a4d24fb2e0588d2c883ac74cb5bfac28611fecba856fca,1,4,3;8
mio_full_s42_v1,train,00011557.jpg,train/00011557.jpg,images/train/00011557.jpg,968acf654c2c7508e0b1f5079b8611cb44d67155de35eb514ae939e0ee7bbea0,1,2,3
mio_full_s42_v1,train,00011558.jpg,train/00011558.jpg,images/train/00011558.jpg,a61147e6f1f79488cdc6506f914720c02a29cfce88917a34b178718fe8c37040,2,1,3
mio_full_s42_v1,train,00011559.jpg,train/00011559.jpg,images/train/00011559.jpg,8ac31ccfb9615f2dcf26aae9acc8ae1c3a7e64d9b63b61752984faf55946a6f5,1,2,3;8
mio_full_s42_v1,train,00011560.jpg,train/00011560.jpg,images/train/00011560.jpg,c844a26d4790229c4c8ca80f9608d7d3ca14c945819dae2bdbb5b08e06c8deed,2,2,6;8
mio_full_s42_v1,train,00011561.jpg,train/00011561.jpg,images/train/00011561.jpg,e66c757f0b7af8ff428c3487a3df4cd63f507b7dfea830cf9b8166820e045c51,1,2,2;3
mio_full_s42_v1,train,00011562.jpg,train/00011562.jpg,images/train/00011562.jpg,7efc885720e26293eb98b0bdc8e6e72489fa269903878bc6284d2382a9d58fa6,2,1,8
mio_full_s42_v1,train,00011563.jpg,train/00011563.jpg,images/train/00011563.jpg,49c39fb34be00624ddd1ece485cae429ec69abf7fd716ac8d220d2bc762d6a27,2,6,3;8
mio_full_s42_v1,val,00011564.jpg,train/00011564.jpg,images/val/00011564.jpg,0953edb5ad61dfe4500b9706870fefdbedbdb053cced225616992af60d31cb1a,1,1,2
mio_full_s42_v1,train,00011565.jpg,train/00011565.jpg,images/train/00011565.jpg,713360c15e9420bad8890ccf748d2b699bcd05512e01ebc3293b44334ff5e198,2,1,3
mio_full_s42_v1,train,00011566.jpg,train/00011566.jpg,images/train/00011566.jpg,3252ef3046c06d697043e566819630b3d1eb4e92596fd5d4e50d5c8c93b0ab7c,1,7,0;3;5;8;10
mio_full_s42_v1,val,00011567.jpg,train/00011567.jpg,images/val/00011567.jpg,46a2b8f9b4caf1516472631f6d124cf0d344aad8c86a466ee8d9a341904336e6,1,1,10
mio_full_s42_v1,train,00011568.jpg,train/00011568.jpg,images/train/00011568.jpg,40901843229d8f60aac072c06fff60006c8700ae5f7011a4a7886e6a9e5f44e7,3,2,8
mio_full_s42_v1,train,00011569.jpg,train/00011569.jpg,images/train/00011569.jpg,8dd3800855691cb9e2bbca86e87d67facc53ecd6a0dc750af377d2df85566383,1,1,3
mio_full_s42_v1,train,00011570.jpg,train/00011570.jpg,images/train/00011570.jpg,991640e0047ccb66497616e282dd3f3e91d70429814ea232d6a690e58637949c,1,2,3
mio_full_s42_v1,train,00011571.jpg,train/00011571.jpg,images/train/00011571.jpg,649238534940d36109aac872f67c39a703d9c0bdd7e1bd108197c12b12881d51,1,5,0;2;3;9
mio_full_s42_v1,val,00011572.jpg,train/00011572.jpg,images/val/00011572.jpg,b47b31501d977d2514026c9ff43cb421732816a9111cc7d24f411ff2ab741ba1,1,1,3
mio_full_s42_v1,train,00011573.jpg,train/00011573.jpg,images/train/00011573.jpg,7814c998194160c7c4ff516ae0132ddbf7f5c3e29b2dfbf779ac030b7ccea837,1,1,3
mio_full_s42_v1,train,00011574.jpg,train/00011574.jpg,images/train/00011574.jpg,8c6efa55dc98e0f151d989912f52c18ca03db2808913eff5833e9fa34a02bbb4,2,6,2;8
mio_full_s42_v1,test,00011575.jpg,train/00011575.jpg,images/test/00011575.jpg,d928e37fd139f16c739b02892eeb465b01701a23f5d214c19153df9978a1fdba,1,1,5
mio_full_s42_v1,train,00011576.jpg,train/00011576.jpg,images/train/00011576.jpg,ba04f37c1f352040700e17b3b8c2746222867ee3240353f7111d6111d000ebf3,1,1,3
mio_full_s42_v1,train,00011577.jpg,train/00011577.jpg,images/train/00011577.jpg,cb1db1f3312653237419f6874cee7afc1c29fcb03ed0e24f28010fd280649b31,1,1,3
mio_full_s42_v1,train,00011578.jpg,train/00011578.jpg,images/train/00011578.jpg,49b238cb586f4d2c9713174ff8bb8efba0ccd2077c88e083453ffe52552d67a0,1,5,3;5
mio_full_s42_v1,train,00011579.jpg,train/00011579.jpg,images/train/00011579.jpg,301c66c040df2c97bbf972e07ffc50d59244e8e5ff241b76b8186609526a9649,2,9,0;3;8
mio_full_s42_v1,train,00011580.jpg,train/00011580.jpg,images/train/00011580.jpg,8f2255d4ec4c056e9229415f7887822cf1a391452bd6344e1f2ab67dbc40bc06,2,1,0
mio_full_s42_v1,train,00011581.jpg,train/00011581.jpg,images/train/00011581.jpg,c1c72072479d8af5d8f5d24dbf7cd6e1fe77c7dd582cd75a585cefa40950a3ba,2,6,3;8
mio_full_s42_v1,train,00011582.jpg,train/00011582.jpg,images/train/00011582.jpg,74416d3c7d69e8b54514ba1a2c9a31702add31ff114aece3495244f3ba6468a0,2,5,3;7;8
mio_full_s42_v1,train,00011583.jpg,train/00011583.jpg,images/train/00011583.jpg,a9dbe914fc2b2bdbcb3f9686db47788deee8479ed16294e32cff2519a2a1484d,1,1,8
mio_full_s42_v1,train,00011584.jpg,train/00011584.jpg,images/train/00011584.jpg,83fb71d14b41987daa778bcc28ed78964f30208485af5dd4f8d73241d2481ea6,1,1,3
mio_full_s42_v1,train,00011585.jpg,train/00011585.jpg,images/train/00011585.jpg,9a0cc04fba0c2a32b77e0c7f0b07086ed40062f2c9a6e6c0232085b2cf9f822b,1,1,3
mio_full_s42_v1,train,00011586.jpg,train/00011586.jpg,images/train/00011586.jpg,e403202b620e61dd1f9eca8e854ea73ebc83452788c23ebf57e041cefc5ff1a0,1,1,3
mio_full_s42_v1,train,00011587.jpg,train/00011587.jpg,images/train/00011587.jpg,506cebc0e1df5cbf213f47c8da8b87b6271c755e6b4139dfb695dd4a2126c7e4,1,3,3
mio_full_s42_v1,val,00011588.jpg,train/00011588.jpg,images/val/00011588.jpg,f60c78420af3e047ea961ae56a9b55be4ff86d7543ec90c10918792094c2bb23,1,2,6;8
mio_full_s42_v1,train,00011589.jpg,train/00011589.jpg,images/train/00011589.jpg,d78cfc8e1aa4ce4f116b3e5301feda165a1bd3be6b49e986fbae19411000213e,2,13,3;5;6;8
mio_full_s42_v1,val,00011590.jpg,train/00011590.jpg,images/val/00011590.jpg,983bc2e9a9c9baf9b58072e791c51df41fb830fcf4457722e31e58a21c0055a4,1,2,3;5
mio_full_s42_v1,val,00011591.jpg,train/00011591.jpg,images/val/00011591.jpg,7d9421148725b3f6ed4ae975fab3cec736868166a25c639e464fa843f3009bab,1,2,3
mio_full_s42_v1,train,00011592.jpg,train/00011592.jpg,images/train/00011592.jpg,1337ae598bbd51e6becb5d3ad7f76ff4550396a0c695ac89ff1dffd897001b78,2,6,3;8
mio_full_s42_v1,train,00011593.jpg,train/00011593.jpg,images/train/00011593.jpg,9c301a07ec4d48d45638f85d375b3d30be1bd88cb57490b1345d2251219606d4,1,2,3
mio_full_s42_v1,train,00011594.jpg,train/00011594.jpg,images/train/00011594.jpg,9e03460fa96bcf0d875ded98d9b490c370820b761cb07cb57854419a5b91d4b7,1,7,3;5
mio_full_s42_v1,train,00011595.jpg,train/00011595.jpg,images/train/00011595.jpg,a7e24bf6d1bb238ea444db37514e22255c9155f6d723ef849665efd892f40255,1,3,3;8
mio_full_s42_v1,train,00011596.jpg,train/00011596.jpg,images/train/00011596.jpg,c370bc12ec8a2887593661217f888e3535b8456163b4c13189a2e20eb2e875fc,1,2,3
mio_full_s42_v1,test,00011597.jpg,train/00011597.jpg,images/test/00011597.jpg,e1fb94cfa48e60445e83c917809a127b4f63cf7233064651de03765da4085c90,1,1,2
mio_full_s42_v1,val,00011598.jpg,train/00011598.jpg,images/val/00011598.jpg,94150945c4f522abdbb0a5c30d2d7dbf876015ad59757f95b27e6fd5a91d9ae6,1,3,3;8
mio_full_s42_v1,train,00011599.jpg,train/00011599.jpg,images/train/00011599.jpg,3aac1c0825863ce828afd9da9b0c0f27bb34d03b4a7731a2aaca1b4fa6e99a80,1,1,3
mio_full_s42_v1,train,00011600.jpg,train/00011600.jpg,images/train/00011600.jpg,72786effcf2e4e21418713eb96bd358faa4c693dc48b4facd9ae67b79cfa4f56,2,14,0;3;8
mio_full_s42_v1,train,00011601.jpg,train/00011601.jpg,images/train/00011601.jpg,6962424b27893ec9c41ba69403281f7d9a8f65428120c193309325bfc01146a9,2,1,3
mio_full_s42_v1,train,00011602.jpg,train/00011602.jpg,images/train/00011602.jpg,962e85544a761d04eb03e8dbcc9c711a9fbe6b14dbd536aada1286df3fb8f0b5,1,3,3
mio_full_s42_v1,train,00011603.jpg,train/00011603.jpg,images/train/00011603.jpg,7503120a94718de2140946f7f1193e6ef9f678a54613e1e57040239cde965564,2,1,8
mio_full_s42_v1,train,00011604.jpg,train/00011604.jpg,images/train/00011604.jpg,90bbbd0c1d02f106d846deb202c140329c3526054504e3b6f3ed8905c7308321,2,4,0;3;8
mio_full_s42_v1,train,00011605.jpg,train/00011605.jpg,images/train/00011605.jpg,f86ba01b16885758b628b92f2b7c9b34ca97c36ae32159c8193c8ee807b5a512,1,3,2;3
mio_full_s42_v1,train,00011606.jpg,train/00011606.jpg,images/train/00011606.jpg,558d4fa259f542e197e4e71270703a92231099fac42d5e886c678a2327bff2fb,1,3,3
mio_full_s42_v1,train,00011607.jpg,train/00011607.jpg,images/train/00011607.jpg,96510119b3c5c873142476816a60d672352aaad6693a39818c9842228d45bfd2,1,1,3
mio_full_s42_v1,train,00011608.jpg,train/00011608.jpg,images/train/00011608.jpg,f4f0c927e7baf3164214267a48112993405043972dc0f6009ee398cea38b7286,1,1,3
mio_full_s42_v1,train,00011609.jpg,train/00011609.jpg,images/train/00011609.jpg,5c83aa752cbc4823bee9563f7c6c88f9b5955cd562431682850e95827116823d,2,1,4
mio_full_s42_v1,train,00011610.jpg,train/00011610.jpg,images/train/00011610.jpg,e3259eab2c45d29ae4136b857192373c3adc05063b78bb33c725f57969670ac2,4,2,3;8
mio_full_s42_v1,test,00011611.jpg,train/00011611.jpg,images/test/00011611.jpg,ec9757ea0a00d1131b4d581ef75ace9966785343f644d2e9ed138dd8f130bb10,1,1,8
mio_full_s42_v1,train,00011612.jpg,train/00011612.jpg,images/train/00011612.jpg,9515f4fd3eff055cc4158455b40b98273cdcf3835f4e17033ccda165d3e7a00b,1,8,3;8
mio_full_s42_v1,train,00011613.jpg,train/00011613.jpg,images/train/00011613.jpg,2ef02bd3eb6919522fb51fcdf704601f64266ff1b654d38c5d868a969deedb13,2,2,8;9
mio_full_s42_v1,train,00011614.jpg,train/00011614.jpg,images/train/00011614.jpg,f8f8a9b60177ac38f36a8de2a39fa0e9db000af89b76e51093c32766889d5120,1,1,3
mio_full_s42_v1,val,00011615.jpg,train/00011615.jpg,images/val/00011615.jpg,888b8750a1be7939defce1748a7ec25e4c6c93feda2e6da2111ad752facde9c1,1,2,3;5
mio_full_s42_v1,train,00011616.jpg,train/00011616.jpg,images/train/00011616.jpg,0e9db0739f273673bc7756920e8bb8db6375a9f9d310e7ef2d0251841e362a36,1,1,3
mio_full_s42_v1,train,00011617.jpg,train/00011617.jpg,images/train/00011617.jpg,4c4883448dc9a67400574dc150e01a653be35e6aacf09d23fb82f4f697035bd8,1,2,3
mio_full_s42_v1,train,00011618.jpg,train/00011618.jpg,images/train/00011618.jpg,30335503469ab4dfa424ab26ea7317af81f1c4b2916f9173883d465ed555b031,1,2,3
mio_full_s42_v1,train,00011619.jpg,train/00011619.jpg,images/train/00011619.jpg,781fc54423295dc3d12861cb8aeee86b8d6e3e848d17e490c80944c15fd8080f,2,1,8
mio_full_s42_v1,train,00011620.jpg,train/00011620.jpg,images/train/00011620.jpg,06abfefcb0493880f557c81020af6755003af5f44877eb48dac2339622f9720a,1,2,3;7
mio_full_s42_v1,train,00011621.jpg,train/00011621.jpg,images/train/00011621.jpg,e879e72c07ed52b15191e3486d059d9ebe1be558b3414fee480ad017b60be014,1,1,2
mio_full_s42_v1,train,00011622.jpg,train/00011622.jpg,images/train/00011622.jpg,bfa04ed33a1817d3fb78ce6be0624121b301fbba8af739668ad5bcdfa6558a47,1,1,3
mio_full_s42_v1,train,00011623.jpg,train/00011623.jpg,images/train/00011623.jpg,d1d6d883107dac708693cbc8b583c8ff720f3b0d9787dc6f300e5fe6f748636f,2,3,3;8
mio_full_s42_v1,val,00011624.jpg,train/00011624.jpg,images/val/00011624.jpg,23a9b2157df56d8d793a6dfd9abeabe67f78bf4eaf1d300a7d9b0edfaccc5902,1,3,3;5
mio_full_s42_v1,val,00011625.jpg,train/00011625.jpg,images/val/00011625.jpg,70d79d6b4b0fa4126166d3f9e0dd4a3295f9ca64f1fe95cad396ebb334bda8eb,1,1,9
mio_full_s42_v1,val,00011626.jpg,train/00011626.jpg,images/val/00011626.jpg,dcefb73afd1efdeea41a1269a6fdc1e4ac0f8cbb9c009135034b49895d8d0b85,1,1,4
mio_full_s42_v1,train,00011627.jpg,train/00011627.jpg,images/train/00011627.jpg,b1041bb261948a76a0b6312659e952fb209ff1711ac7b947453f9aadd5f3e0d8,2,2,8;9
mio_full_s42_v1,train,00011628.jpg,train/00011628.jpg,images/train/00011628.jpg,1ffc0ed357b0b589aa0a670bcdc5e38cb4cec025f06f87387abff57d11bc14eb,3,2,0;3
mio_full_s42_v1,val,00011629.jpg,train/00011629.jpg,images/val/00011629.jpg,b142b268357e36c47d6a63791cf94159085062833014921458f2104b7a5d9abe,1,1,3
mio_full_s42_v1,train,00011630.jpg,train/00011630.jpg,images/train/00011630.jpg,3f2285de44023c5695792814093237404ee03b36009e29563562225154b96023,3,2,8
mio_full_s42_v1,train,00011631.jpg,train/00011631.jpg,images/train/00011631.jpg,847f99fc1e855e0d4da528d9b4225e1274eae2a7d06b633e3d80058fa209570f,1,4,3;9
mio_full_s42_v1,train,00011632.jpg,train/00011632.jpg,images/train/00011632.jpg,5ddb143a3063110bfc49d46b098f2819417bf5615b3794855fef9121983ccee4,1,3,3;5
mio_full_s42_v1,val,00011633.jpg,train/00011633.jpg,images/val/00011633.jpg,541ce72afa6b225637d19c8643a310b79f7ad55a12bcda62f9040e70ca954190,1,4,3
mio_full_s42_v1,train,00011634.jpg,train/00011634.jpg,images/train/00011634.jpg,c820edc35703a098e5262dec044896df09daecc0c3e66460804f845b719fa0ff,1,4,3;4
mio_full_s42_v1,train,00011635.jpg,train/00011635.jpg,images/train/00011635.jpg,f118aef21608ba569264434ff489257b3741ac4fe8119bfcbafe85d9dd92c677,1,5,0;3
mio_full_s42_v1,train,00011636.jpg,train/00011636.jpg,images/train/00011636.jpg,dfc92ec640fcb95cd771d20eb638b9041b47cc2130e913cd9af050ce737e40ec,3,1,8
mio_full_s42_v1,test,00011637.jpg,train/00011637.jpg,images/test/00011637.jpg,574ffe1b6cf8ffc8b688d40fb1acfb4c0a7813d5c3d548830c1b9a15f3b93435,1,3,3;5
mio_full_s42_v1,train,00011638.jpg,train/00011638.jpg,images/train/00011638.jpg,4e62f8818ce8dcaf8f5bfbca1a263bf6f81027b46a8179a1a7ab156c5e9ca93d,3,4,3;5;8;10
mio_full_s42_v1,val,00011639.jpg,train/00011639.jpg,images/val/00011639.jpg,1b76941990587736e83cef7ec65203e7d8fd43848d6c89e4f913b9bc09c66ea1,1,3,3
mio_full_s42_v1,train,00011640.jpg,train/00011640.jpg,images/train/00011640.jpg,eb05479af09fe2fb19ff91d6dc868f5b49f9bb42b85d107f586d8a384e7f24cf,1,1,10
mio_full_s42_v1,train,00011641.jpg,train/00011641.jpg,images/train/00011641.jpg,a47d0a5bc65d7407a379f6d1d9e77f86b8969c1f01c289f01af791ca8cb16136,1,1,8
mio_full_s42_v1,train,00011642.jpg,train/00011642.jpg,images/train/00011642.jpg,d98235828448658d6f5aa9d23d440da74143dc930f4c2adcaf6006d78992156a,1,7,0;3;8
mio_full_s42_v1,train,00011643.jpg,train/00011643.jpg,images/train/00011643.jpg,0b552a9cb8c16659a0bbb0bf66fc8c58097e5664718b341e61de1f4dca670794,1,1,3
mio_full_s42_v1,train,00011644.jpg,train/00011644.jpg,images/train/00011644.jpg,1cc4a0827373cc739d85e956b43f4b00a7b38fd3f8b2c194e01767ed4534607b,1,5,3;8
mio_full_s42_v1,train,00011645.jpg,train/00011645.jpg,images/train/00011645.jpg,d6d1f54db827c9049e9c5e190700d4795d5df62554750de36230476f219d4865,2,1,8
mio_full_s42_v1,train,00011646.jpg,train/00011646.jpg,images/train/00011646.jpg,2f85e65ec083ca7158d1e7f47343a496c13485c5d55def8213b7bec3a197e527,1,1,3
mio_full_s42_v1,train,00011647.jpg,train/00011647.jpg,images/train/00011647.jpg,91bbeb47c2c5f3f170dff527d5c46fce0bfb17da31532c696995922892ed3939,2,2,0;3
mio_full_s42_v1,train,00011648.jpg,train/00011648.jpg,images/train/00011648.jpg,767573ee0dacb483ef04df5c4c505bb5323df0745ce68e62e76f96879a9b70c7,1,6,3;8
mio_full_s42_v1,train,00011649.jpg,train/00011649.jpg,images/train/00011649.jpg,b3193d6182aab8351b4600394d4b71d102adfd2a875bbb8b72472450da6210ef,1,6,3;5;8
mio_full_s42_v1,val,00011650.jpg,train/00011650.jpg,images/val/00011650.jpg,3e57140372af22f5a22ee0b16aab6f61f9b800d95c988234a5b307227d62ddac,1,1,3
mio_full_s42_v1,train,00011651.jpg,train/00011651.jpg,images/train/00011651.jpg,a35d433087655b60fdb5021a6a0e43092448d7c71dcba60b27ac2164854051be,1,5,3;8
mio_full_s42_v1,train,00011652.jpg,train/00011652.jpg,images/train/00011652.jpg,b0c60bb00288f588275e202021d8de1e93deb1e80f78c09b7ec3d093a1b5046a,1,4,3
mio_full_s42_v1,train,00011653.jpg,train/00011653.jpg,images/train/00011653.jpg,24968e7b06bf06b3f2edf362f38faf1c5af9e74c463f2f5227cd43b2d60d4300,1,3,3
mio_full_s42_v1,val,00011654.jpg,train/00011654.jpg,images/val/00011654.jpg,12f9740593fd0dab1a80909f4ab30f65b204992925fc6b05500c7747a1079e2c,1,2,5;7
mio_full_s42_v1,train,00011655.jpg,train/00011655.jpg,images/train/00011655.jpg,43fb4f57d3a2903ba6670e3b652a719a39ee413775735e6c73ef5aa88573b432,1,3,3
mio_full_s42_v1,train,00011656.jpg,train/00011656.jpg,images/train/00011656.jpg,e664e0c8f134649ec1524785010574841c39c971920b6bcda90e4a893b35c393,1,2,3
mio_full_s42_v1,train,00011657.jpg,train/00011657.jpg,images/train/00011657.jpg,6bead2438b29315bc9df4868e7afb072bef87620826b3835a5268127567e966e,1,3,3;5
mio_full_s42_v1,test,00011658.jpg,train/00011658.jpg,images/test/00011658.jpg,a25bf08369dd48bf56ddf47d4cc0489fef9e331677450bf4cb973676a644a422,1,2,3;10
mio_full_s42_v1,train,00011659.jpg,train/00011659.jpg,images/train/00011659.jpg,d342eeb3aae1ab0b62913b974cc62aea1fb0c48afa29882578cff047a6c2a2ef,1,4,3;5;8
mio_full_s42_v1,train,00011660.jpg,train/00011660.jpg,images/train/00011660.jpg,cbb50a4e10a9f45b6f1ce254568fb83874cc2791b44b135fce41921b47270b9f,1,2,3
mio_full_s42_v1,train,00011661.jpg,train/00011661.jpg,images/train/00011661.jpg,d612c04134873b329ce2edecb20f934d7051a849a2f2fd1ec13824cb4c4ce6e9,2,3,3;8
mio_full_s42_v1,train,00011662.jpg,train/00011662.jpg,images/train/00011662.jpg,8e5eca2b1bad853c416a51377c9bb785639b2b7298f74155a7988128b67f3a12,1,1,3
mio_full_s42_v1,train,00011663.jpg,train/00011663.jpg,images/train/00011663.jpg,7cbce37f5a983ad9a086577287f046db9d798a0651dd7d17344cdf7bc8c9498a,1,31,3;5;7
mio_full_s42_v1,train,00011664.jpg,train/00011664.jpg,images/train/00011664.jpg,43d6706904df5f79b07b850114ff82c9cb9f8ac90ef1c61d4a1529e01a7295d0,1,5,3;5;8
mio_full_s42_v1,train,00011665.jpg,train/00011665.jpg,images/train/00011665.jpg,97506bb04ee9d4d95ca148ba684f4340ed8f64a7c6d9616c1d65859f45be6d04,1,2,3;8
mio_full_s42_v1,train,00011666.jpg,train/00011666.jpg,images/train/00011666.jpg,ebf04c3c2e1df2b34b06e6472e43aa223192f75ad04271aa6780d764b452d0e6,1,1,3
mio_full_s42_v1,val,00011667.jpg,train/00011667.jpg,images/val/00011667.jpg,ecc4e44b10ccead083bc9245c80aed00085833a73a1a95aaf47c13d33fe5c60d,1,3,3;8
mio_full_s42_v1,train,00011668.jpg,train/00011668.jpg,images/train/00011668.jpg,86c7b73ac0cb736bb67fcf4395765481d34d3c6ceb3f1f8367d8c553d2ee25b2,1,3,3
mio_full_s42_v1,train,00011669.jpg,train/00011669.jpg,images/train/00011669.jpg,59b5665100f581efbefdb99b74ca250055ceff08c9b5123dffa52ab2827a3f4c,1,2,3;8
mio_full_s42_v1,train,00011670.jpg,train/00011670.jpg,images/train/00011670.jpg,596aef707e5bc1564d96b2f953c694a82a2cc0a77a945b0b24870441b39c715f,1,2,3
mio_full_s42_v1,test,00011671.jpg,train/00011671.jpg,images/test/00011671.jpg,9f7a1c9128c80aa6c9053b0c385ba0e70585274c904d850d65c9454f4271f8ac,1,1,5
mio_full_s42_v1,train,00011672.jpg,train/00011672.jpg,images/train/00011672.jpg,b624adaacc91f012133d958552350f3f57af42db4947503505f5889f087805ef,2,1,3
mio_full_s42_v1,val,00011673.jpg,train/00011673.jpg,images/val/00011673.jpg,8342c6b89c1ebaf7ef359f1d2e6e10410591fb95d7e60f9a40975f37542390bf,1,2,9;10
mio_full_s42_v1,test,00011674.jpg,train/00011674.jpg,images/test/00011674.jpg,b970c021c9be59d35573ef5f11c5875036a3637489ad6692e9fa0e32f7f669e1,1,7,3;8
mio_full_s42_v1,train,00011675.jpg,train/00011675.jpg,images/train/00011675.jpg,eeed185d1749a6f247837a5fb7fce882c0629f84c2992f97851cde3698cc6fb7,1,9,2;3
mio_full_s42_v1,train,00011676.jpg,train/00011676.jpg,images/train/00011676.jpg,704e8613aa23d3be8de0bee4b5f9e5dc1f71fa4a64907b0da87f6235462d8c8d,1,2,3;5
mio_full_s42_v1,train,00011677.jpg,train/00011677.jpg,images/train/00011677.jpg,2c0af66ac3273b90d132788061bbcc1857d966f6a6694dd3200f9edf712a9f12,1,1,3
mio_full_s42_v1,train,00011678.jpg,train/00011678.jpg,images/train/00011678.jpg,fcf6fa34ec3099d64a88df8604855234add479ae27413285cb30da838ec71f7e,1,9,3;8
mio_full_s42_v1,train,00011679.jpg,train/00011679.jpg,images/train/00011679.jpg,593abb82182181269f4d6913e6c3ba6157f958e908601737be52bb61d5913c7c,1,1,3
mio_full_s42_v1,val,00011680.jpg,train/00011680.jpg,images/val/00011680.jpg,762a4b14039540296ce4f607ce92a2033ef815c3f1bdade21168bc1317aa668c,1,1,3
mio_full_s42_v1,train,00011681.jpg,train/00011681.jpg,images/train/00011681.jpg,d27f313e8efe642f460fdf4386a6b3cbfe0a460583b3bcb91d4fb2da0749e831,2,6,7;8
mio_full_s42_v1,train,00011682.jpg,train/00011682.jpg,images/train/00011682.jpg,e463210c16546c684d4214f54fd6afc822d41d9e98685034dbca3de57e6c5451,1,2,3
mio_full_s42_v1,train,00011683.jpg,train/00011683.jpg,images/train/00011683.jpg,7640350fa25af582cec3cf289e3c0a355c49f73bf1c330d78450cb1f242f57ba,1,1,3
mio_full_s42_v1,val,00011684.jpg,train/00011684.jpg,images/val/00011684.jpg,3b39b7455a1a2e1f188ee69e51ac8bc25ea60396c5babe24f46d2a771ce3bcc2,1,4,3;9
mio_full_s42_v1,train,00011685.jpg,train/00011685.jpg,images/train/00011685.jpg,adfa894609d1102178da1d030986eafbcc62e74d082aad92ed6894c1f316f5ae,1,2,0;3
mio_full_s42_v1,train,00011686.jpg,train/00011686.jpg,images/train/00011686.jpg,d7ba56f27352ef7a5cd31070c741912069b8b22278c28bbc884fbb2e8b934eba,2,1,3
mio_full_s42_v1,train,00011687.jpg,train/00011687.jpg,images/train/00011687.jpg,025fdade377483583680a90f3b59447e00a70e1d903c8e8320bfe5cb1382ef27,1,2,3;8
mio_full_s42_v1,val,00011688.jpg,train/00011688.jpg,images/val/00011688.jpg,b678bf1ec6f0ac04cc0a95c690604eae79eeee51cc0b0242b2dfb7119baaa350,1,2,3
mio_full_s42_v1,train,00011689.jpg,train/00011689.jpg,images/train/00011689.jpg,c50ddb7ff468504a2326bcb04f7152e35d1b27c7ef12cd0b971fcc2b061e7ea9,2,1,0
mio_full_s42_v1,train,00011690.jpg,train/00011690.jpg,images/train/00011690.jpg,692db25f52c5e811e6866f333f2ffdd85f2c1be57f91e9f8abbe8da6923d5dd7,1,3,2;3
mio_full_s42_v1,test,00011691.jpg,train/00011691.jpg,images/test/00011691.jpg,98d9d427c40121e139b9ce580fff062b0082384517aded218332092e06b37c22,1,1,10
mio_full_s42_v1,train,00011692.jpg,train/00011692.jpg,images/train/00011692.jpg,3eaeb16aeb0176432edea62f09e3c333e2bd1f4053257daa47bf8dcdea006196,2,1,0
mio_full_s42_v1,train,00011693.jpg,train/00011693.jpg,images/train/00011693.jpg,7ee9b1a6885142ca5b76f577fc301d7f83352f6fbb104408f182ef803b4de023,1,2,3
mio_full_s42_v1,test,00011694.jpg,train/00011694.jpg,images/test/00011694.jpg,b98b875d5606b534df57bfbf94efaf10234cae3281a8c022a80c109c6a7789b0,1,1,5
mio_full_s42_v1,train,00011695.jpg,train/00011695.jpg,images/train/00011695.jpg,f6904c37b5c6a961fbb7c869acfe5a30a87e7af5fb953017061adfa7a32168b0,1,1,3
mio_full_s42_v1,train,00011696.jpg,train/00011696.jpg,images/train/00011696.jpg,fedf3b1bce045d24cef94f8cb735a4a85fa5db0f03a3e73f36a4a5789b5356bc,2,3,3;10
mio_full_s42_v1,test,00011697.jpg,train/00011697.jpg,images/test/00011697.jpg,606218392b7d3384d2104fb397a1c53b4b23154f06f94fcdf8b1eb78b2752d3b,1,1,5
mio_full_s42_v1,train,00011698.jpg,train/00011698.jpg,images/train/00011698.jpg,401a194341fab23fa67277b486c89deeb1e974757385b781c1bc0c2eb24ab482,2,5,3;8
mio_full_s42_v1,train,00011699.jpg,train/00011699.jpg,images/train/00011699.jpg,0dfd0def88af3c8987c6845fd3c41e21491c9f63eb10abdd351948f4cf43cda4,1,8,2;3;10
mio_full_s42_v1,train,00011700.jpg,train/00011700.jpg,images/train/00011700.jpg,cad0edc8572d8136ac30247f525fbf7498b8634d9c0638791cccf4dd6e0cd8ef,1,6,2;3
mio_full_s42_v1,train,00011701.jpg,train/00011701.jpg,images/train/00011701.jpg,527337ccb22ece733402c21069e9efbe8d267bfc889652724b4e96d8900de9d5,2,4,0;3;5
mio_full_s42_v1,train,00011702.jpg,train/00011702.jpg,images/train/00011702.jpg,c65665cb5f4a51910559fdc7015125847985f7cafd2f3d77d6388920ce5e636b,1,4,3;9
mio_full_s42_v1,test,00011703.jpg,train/00011703.jpg,images/test/00011703.jpg,e0878c24d5554de4c0e4bc133926e5cb23f1d3c782b3c0de08ce723797cda719,1,4,3;9
