split,file_name,primary_class,object_count
train,00041796.jpg,pickup_truck,1
train,00048509.jpg,car,4
train,00006274.jpg,car,3
train,00003146.jpg,motorized_vehicle,2
train,00050283.jpg,car,2
train,00056471.jpg,pickup_truck,2
train,00002134.jpg,car,22
train,00022597.jpg,car,5
train,00046686.jpg,work_van,1
train,00065848.jpg,motorized_vehicle,3
train,00008043.jpg,car,2
train,00067312.jpg,articulated_truck,1
train,00095606.jpg,car,6
train,00035794.jpg,car,1
train,00002708.jpg,car,1
train,00051625.jpg,pickup_truck,1
train,00002929.jpg,motorized_vehicle,4
train,00024425.jpg,car,3
train,00004465.jpg,bicycle,4
train,00011992.jpg,car,4
train,00025931.jpg,car,3
train,00088616.jpg,car,3
train,00086050.jpg,bus,1
train,00054371.jpg,car,4
train,00096314.jpg,pickup_truck,3
train,00019640.jpg,car,1
train,00038411.jpg,car,5
train,00084012.jpg,car,5
train,00091010.jpg,pickup_truck,1
train,00031983.jpg,bus,3
train,00067839.jpg,car,3
train,00008675.jpg,bus,1
train,00077285.jpg,car,4
train,00024119.jpg,articulated_truck,1
train,00087413.jpg,car,3
train,00043476.jpg,car,1
train,00013520.jpg,pedestrian,14
train,00048836.jpg,car,1
train,00072810.jpg,car,4
train,00051401.jpg,car,4
train,00021711.jpg,articulated_truck,1
train,00062666.jpg,pickup_truck,1
train,00060307.jpg,car,2
train,00096333.jpg,pickup_truck,2
train,00037256.jpg,car,3
train,00021598.jpg,car,4
train,00044660.jpg,motorized_vehicle,3
train,00003967.jpg,articulated_truck,2
train,00027342.jpg,bus,1
train,00109756.jpg,car,4
train,00071077.jpg,car,1
train,00069856.jpg,car,2
train,00096735.jpg,pickup_truck,3
train,00106551.jpg,pickup_truck,2
train,00044535.jpg,car,2
train,00008544.jpg,car,4
train,00016204.jpg,motorized_vehicle,3
train,00012948.jpg,car,1
train,00077739.jpg,car,5
train,00096718.jpg,car,4
train,00033084.jpg,car,1
train,00064118.jpg,pickup_truck,1
train,00007989.jpg,car,1
train,00061366.jpg,car,2
train,00081128.jpg,pickup_truck,1
train,00038489.jpg,car,1
train,00082282.jpg,car,1
train,00007262.jpg,car,1
train,00075900.jpg,car,1
train,00085397.jpg,pickup_truck,4
train,00002294.jpg,work_van,1
train,00072732.jpg,car,3
train,00040852.jpg,car,2
train,00099865.jpg,car,3
train,00070420.jpg,car,3
train,00054113.jpg,car,1
train,00046521.jpg,car,1
train,00015462.jpg,car,4
train,00099060.jpg,pickup_truck,3
train,00059391.jpg,car,6
train,00032283.jpg,pickup_truck,1
train,00073445.jpg,car,6
train,00013658.jpg,car,3
train,00066368.jpg,car,5
train,00000420.jpg,car,4
train,00051304.jpg,car,1
train,00101046.jpg,car,3
train,00067033.jpg,car,1
train,00005118.jpg,car,1
train,00032780.jpg,single_unit_truck,3
train,00022246.jpg,car,7
train,00086257.jpg,car,3
train,00014696.jpg,car,5
train,00015173.jpg,car,1
train,00013880.jpg,pickup_truck,3
train,00093704.jpg,pickup_truck,2
train,00012320.jpg,car,1
train,00108445.jpg,car,2
train,00045767.jpg,pickup_truck,8
train,00011232.jpg,car,1
train,00054451.jpg,car,1
train,00082816.jpg,car,4
train,00016790.jpg,car,9
train,00101670.jpg,car,1
train,00022079.jpg,motorized_vehicle,2
train,00020022.jpg,car,1
train,00024114.jpg,car,7
train,00048549.jpg,pickup_truck,1
train,00059505.jpg,car,1
train,00065189.jpg,pickup_truck,2
train,00042643.jpg,work_van,1
train,00005862.jpg,motorized_vehicle,3
train,00078673.jpg,car,4
train,00109105.jpg,single_unit_truck,2
train,00089484.jpg,car,4
train,00043904.jpg,pickup_truck,1
train,00085619.jpg,car,1
train,00088659.jpg,pickup_truck,2
train,00043657.jpg,car,3
train,00081979.jpg,car,1
train,00023893.jpg,car,9
train,00103747.jpg,car,1
train,00079922.jpg,car,3
train,00074795.jpg,car,7
train,00043524.jpg,car,1
train,00083165.jpg,car,2
train,00109494.jpg,car,4
train,00093294.jpg,car,1
train,00040829.jpg,car,1
train,00092407.jpg,pickup_truck,1
train,00064222.jpg,car,6
train,00075997.jpg,car,1
train,00042233.jpg,motorized_vehicle,4
train,00043880.jpg,car,4
train,00100683.jpg,motorized_vehicle,2
train,00034772.jpg,bus,1
train,00076691.jpg,car,6
train,00110228.jpg,pickup_truck,8
train,00035497.jpg,work_van,1
train,00066125.jpg,car,6
train,00082243.jpg,car,3
train,00047734.jpg,car,3
train,00058885.jpg,car,2
train,00089380.jpg,car,1
train,00016950.jpg,car,4
train,00082381.jpg,car,9
train,00043363.jpg,car,5
train,00031299.jpg,car,3
train,00095205.jpg,car,3
train,00076651.jpg,car,7
train,00058686.jpg,pickup_truck,1
train,00060909.jpg,motorized_vehicle,3
train,00033634.jpg,car,5
train,00026665.jpg,car,3
train,00049701.jpg,pickup_truck,2
train,00036372.jpg,car,5
train,00058256.jpg,car,1
train,00090358.jpg,car,3
train,00039302.jpg,car,8
train,00078980.jpg,car,3
train,00059841.jpg,car,1
train,00094113.jpg,car,1
train,00015852.jpg,car,2
train,00059562.jpg,car,3
train,00066964.jpg,car,2
train,00024708.jpg,car,2
train,00036738.jpg,car,3
train,00007822.jpg,car,5
train,00101557.jpg,car,4
train,00067288.jpg,car,4
train,00048242.jpg,car,2
train,00036616.jpg,car,12
train,00012987.jpg,motorized_vehicle,5
train,00090622.jpg,single_unit_truck,1
train,00021517.jpg,work_van,1
train,00027683.jpg,bus,2
train,00037855.jpg,car,1
train,00097831.jpg,car,1
train,00066698.jpg,car,1
train,00095295.jpg,car,6
train,00050914.jpg,car,7
train,00072490.jpg,car,2
train,00018558.jpg,motorcycle,1
train,00007665.jpg,articulated_truck,1
train,00044897.jpg,car,4
train,00090782.jpg,car,3
train,00050060.jpg,motorcycle,1
train,00052403.jpg,car,10
train,00083883.jpg,motorized_vehicle,4
train,00068199.jpg,car,1
train,00074292.jpg,bus,2
train,00106305.jpg,pickup_truck,2
train,00062769.jpg,car,2
train,00086038.jpg,motorcycle,2
train,00052212.jpg,car,11
train,00057335.jpg,car,3
train,00034862.jpg,car,7
train,00068629.jpg,car,4
train,00019897.jpg,car,2
train,00090776.jpg,car,1
train,00021132.jpg,car,4
train,00002020.jpg,articulated_truck,1
train,00088830.jpg,car,3
train,00001178.jpg,articulated_truck,2
train,00057606.jpg,car,3
train,00047589.jpg,car,3
train,00098482.jpg,work_van,1
train,00029041.jpg,car,1
train,00014456.jpg,pickup_truck,1
train,00014986.jpg,car,4
train,00012382.jpg,car,8
train,00078577.jpg,car,4
train,00033059.jpg,pickup_truck,1
train,00054698.jpg,car,6
train,00039253.jpg,motorized_vehicle,2
train,00109844.jpg,pickup_truck,5
train,00001678.jpg,car,2
train,00024109.jpg,car,1
train,00075687.jpg,car,1
train,00010134.jpg,car,3
train,00095935.jpg,car,7
train,00003578.jpg,car,5
train,00071628.jpg,car,5
train,00041699.jpg,pedestrian,1
train,00093619.jpg,car,4
train,00000633.jpg,car,9
train,00109817.jpg,car,2
train,00008159.jpg,car,2
train,00028851.jpg,pickup_truck,1
train,00043464.jpg,pickup_truck,4
train,00102145.jpg,car,12
train,00015084.jpg,car,1
train,00037949.jpg,car,1
train,00067698.jpg,car,9
train,00028741.jpg,pickup_truck,1
train,00083414.jpg,car,5
train,00098646.jpg,car,2
train,00081980.jpg,car,5
train,00022334.jpg,car,2
train,00021228.jpg,car,1
train,00098371.jpg,bicycle,1
train,00019948.jpg,car,1
train,00096992.jpg,work_van,1
train,00080500.jpg,car,5
train,00066894.jpg,articulated_truck,3
train,00066496.jpg,motorized_vehicle,1
train,00085951.jpg,car,5
train,00095267.jpg,car,4
train,00106618.jpg,car,7
train,00041847.jpg,car,2
train,00000259.jpg,car,2
train,00073958.jpg,car,7
train,00052931.jpg,pickup_truck,1
train,00012445.jpg,car,4
train,00038747.jpg,car,7
train,00001035.jpg,car,1
train,00019820.jpg,pickup_truck,1
train,00005029.jpg,car,3
train,00006593.jpg,car,3
train,00051562.jpg,work_van,2
train,00011326.jpg,car,8
train,00085803.jpg,pedestrian,7
train,00054576.jpg,articulated_truck,2
train,00060027.jpg,car,2
train,00018301.jpg,car,4
train,00042969.jpg,car,4
train,00029713.jpg,car,3
train,00097278.jpg,car,2
train,00103143.jpg,car,1
train,00045525.jpg,car,1
train,00060683.jpg,articulated_truck,3
train,00061527.jpg,car,3
train,00066208.jpg,pickup_truck,1
train,00027086.jpg,car,4
train,00028303.jpg,car,1
train,00003688.jpg,car,1
train,00104172.jpg,car,1
train,00106290.jpg,car,3
train,00094650.jpg,car,1
train,00039306.jpg,motorized_vehicle,6
train,00010805.jpg,car,2
train,00011429.jpg,car,1
train,00041324.jpg,car,4
train,00068505.jpg,car,4
train,00055207.jpg,car,3
train,00085048.jpg,car,1
train,00059869.jpg,car,2
train,00099479.jpg,car,1
train,00018867.jpg,car,5
train,00104449.jpg,car,3
train,00052186.jpg,car,4
train,00045493.jpg,car,5
train,00093474.jpg,car,3
train,00108952.jpg,bus,1
train,00050514.jpg,car,1
train,00019753.jpg,car,3
train,00013538.jpg,pickup_truck,1
train,00045831.jpg,motorized_vehicle,3
train,00051273.jpg,car,4
train,00092846.jpg,car,2
train,00085425.jpg,car,4
train,00089902.jpg,car,2
train,00082387.jpg,pickup_truck,1
train,00022484.jpg,car,3
train,00077083.jpg,car,2
train,00009436.jpg,car,9
train,00022066.jpg,car,1
train,00042800.jpg,pickup_truck,1
train,00016431.jpg,motorized_vehicle,4
train,00095988.jpg,car,3
train,00080332.jpg,car,2
train,00070529.jpg,pickup_truck,1
train,00000999.jpg,work_van,2
train,00049294.jpg,car,2
train,00034028.jpg,single_unit_truck,1
train,00051716.jpg,pickup_truck,1
train,00041096.jpg,car,2
train,00003442.jpg,bus,1
train,00079884.jpg,car,3
train,00021837.jpg,pickup_truck,1
train,00013841.jpg,car,4
train,00024069.jpg,articulated_truck,1
train,00087970.jpg,car,3
train,00077268.jpg,car,2
train,00005096.jpg,pickup_truck,1
train,00061826.jpg,car,2
train,00023097.jpg,car,4
train,00058988.jpg,bicycle,3
train,00062106.jpg,car,1
train,00025475.jpg,car,5
train,00009751.jpg,car,1
train,00103616.jpg,pickup_truck,2
train,00058293.jpg,pickup_truck,2
train,00073612.jpg,pickup_truck,4
train,00054397.jpg,car,6
train,00015422.jpg,single_unit_truck,1
train,00099514.jpg,bus,2
train,00090839.jpg,car,2
train,00035620.jpg,car,5
train,00106090.jpg,pickup_truck,4
train,00029505.jpg,car,1
train,00011853.jpg,car,7
train,00032794.jpg,car,2
train,00057271.jpg,car,3
train,00078409.jpg,car,11
train,00072327.jpg,car,2
train,00101174.jpg,car,2
train,00011276.jpg,car,4
train,00089616.jpg,articulated_truck,3
train,00031026.jpg,car,14
train,00045090.jpg,bicycle,1
train,00045537.jpg,car,3
train,00015363.jpg,car,2
train,00014284.jpg,pickup_truck,7
train,00052454.jpg,car,4
train,00100793.jpg,car,1
train,00068113.jpg,car,1
train,00023749.jpg,car,3
train,00050644.jpg,car,3
train,00083491.jpg,car,2
train,00005550.jpg,articulated_truck,2
train,00026764.jpg,articulated_truck,1
train,00074098.jpg,car,1
train,00014963.jpg,car,2
train,00059901.jpg,car,2
train,00109836.jpg,car,2
train,00065334.jpg,car,5
train,00006233.jpg,car,1
train,00016548.jpg,car,3
train,00072360.jpg,car,1
train,00106200.jpg,car,8
train,00036864.jpg,pickup_truck,6
train,00008074.jpg,car,6
train,00052988.jpg,car,7
train,00019601.jpg,non_motorized_vehicle,3
train,00017570.jpg,pickup_truck,2
train,00068137.jpg,car,5
train,00088669.jpg,car,2
train,00035631.jpg,car,1
train,00012216.jpg,car,3
train,00081301.jpg,car,2
train,00046843.jpg,car,1
train,00031784.jpg,car,1
train,00031971.jpg,car,19
train,00081166.jpg,motorized_vehicle,3
train,00041734.jpg,car,2
train,00047520.jpg,motorized_vehicle,1
train,00062633.jpg,car,2
train,00012375.jpg,articulated_truck,1
train,00103908.jpg,car,4
train,00091714.jpg,car,8
train,00084572.jpg,car,2
train,00074398.jpg,car,5
train,00028372.jpg,car,14
train,00086761.jpg,car,5
train,00007511.jpg,car,6
train,00032816.jpg,pickup_truck,6
train,00009537.jpg,car,6
train,00066211.jpg,car,2
train,00068065.jpg,car,1
train,00071008.jpg,car,8
train,00069629.jpg,single_unit_truck,1
train,00065358.jpg,pickup_truck,3
train,00092019.jpg,pickup_truck,7
train,00109371.jpg,car,1
train,00028553.jpg,pickup_truck,1
train,00036720.jpg,car,2
train,00055046.jpg,pickup_truck,2
train,00103480.jpg,car,5
train,00076506.jpg,car,3
train,00037737.jpg,car,1
train,00092919.jpg,motorized_vehicle,3
train,00094627.jpg,car,2
train,00038816.jpg,car,1
train,00106885.jpg,motorized_vehicle,1
train,00061066.jpg,car,4
train,00062332.jpg,car,7
train,00019680.jpg,car,14
train,00006843.jpg,car,1
train,00073431.jpg,car,1
train,00013422.jpg,car,1
train,00078565.jpg,bicycle,1
train,00104556.jpg,pickup_truck,1
train,00009550.jpg,car,5
train,00041798.jpg,car,2
train,00006653.jpg,car,1
train,00095664.jpg,motorized_vehicle,3
train,00083969.jpg,pickup_truck,1
train,00060198.jpg,car,18
train,00038333.jpg,car,4
train,00094240.jpg,pickup_truck,3
train,00102632.jpg,car,3
train,00034969.jpg,car,3
train,00084491.jpg,car,4
train,00036448.jpg,car,4
train,00007018.jpg,car,3
train,00101600.jpg,pickup_truck,1
train,00077213.jpg,car,1
train,00055999.jpg,car,2
train,00013621.jpg,car,1
train,00103150.jpg,car,2
train,00046209.jpg,motorcycle,1
train,00046715.jpg,articulated_truck,5
train,00090589.jpg,car,1
train,00025974.jpg,car,2
train,00088550.jpg,motorcycle,1
train,00050020.jpg,car,5
train,00024100.jpg,car,6
train,00025215.jpg,car,7
train,00060016.jpg,bus,1
train,00055273.jpg,car,1
train,00056537.jpg,car,4
train,00046271.jpg,car,1
train,00101972.jpg,car,4
train,00095185.jpg,car,2
train,00035848.jpg,car,2
train,00051796.jpg,bus,1
train,00033354.jpg,car,4
train,00037169.jpg,pickup_truck,2
train,00003627.jpg,pickup_truck,4
train,00042790.jpg,car,2
train,00018335.jpg,car,3
train,00026543.jpg,car,3
train,00088447.jpg,car,2
train,00042650.jpg,car,3
train,00074828.jpg,car,5
train,00050517.jpg,car,1
train,00065780.jpg,car,1
train,00011605.jpg,car,3
train,00106601.jpg,pickup_truck,1
train,00076951.jpg,car,2
train,00063423.jpg,pickup_truck,1
train,00002180.jpg,car,3
train,00047110.jpg,car,1
train,00012459.jpg,car,3
train,00028632.jpg,car,2
train,00031290.jpg,car,2
train,00013353.jpg,car,1
train,00018215.jpg,car,5
train,00016983.jpg,car,3
train,00010247.jpg,car,6
train,00055427.jpg,pickup_truck,1
train,00061302.jpg,car,1
train,00057198.jpg,car,10
train,00024149.jpg,non_motorized_vehicle,3
train,00027597.jpg,car,1
train,00001911.jpg,car,3
train,00081276.jpg,car,5
train,00089138.jpg,bus,2
train,00057291.jpg,car,4
train,00053625.jpg,pickup_truck,2
train,00095337.jpg,articulated_truck,2
train,00089121.jpg,car,7
train,00035622.jpg,car,1
train,00046071.jpg,car,2
train,00073446.jpg,car,7
train,00102187.jpg,car,1
train,00012046.jpg,car,4
train,00059850.jpg,pickup_truck,3
train,00090190.jpg,car,6
train,00022131.jpg,car,6
train,00058278.jpg,car,2
train,00005688.jpg,pickup_truck,1
train,00038579.jpg,pickup_truck,5
train,00096828.jpg,pickup_truck,1
train,00032747.jpg,pickup_truck,1
train,00100968.jpg,car,2
train,00091402.jpg,car,1
train,00010952.jpg,car,1
train,00070251.jpg,car,1
train,00098088.jpg,single_unit_truck,3
train,00090643.jpg,car,5
train,00037102.jpg,car,3
train,00089053.jpg,car,4
train,00017486.jpg,car,4
train,00007521.jpg,car,2
train,00075663.jpg,pickup_truck,3
train,00025193.jpg,work_van,1
train,00019612.jpg,pickup_truck,4
train,00107748.jpg,car,1
train,00109500.jpg,pickup_truck,1
train,00051177.jpg,car,5
train,00089608.jpg,car,2
train,00082016.jpg,work_van,4
train,00004434.jpg,pickup_truck,1
train,00028620.jpg,car,2
train,00041168.jpg,car,1
train,00032340.jpg,pickup_truck,1
train,00068260.jpg,car,5
train,00071778.jpg,bus,1
train,00048034.jpg,single_unit_truck,2
train,00088367.jpg,car,4
train,00040907.jpg,pickup_truck,3
train,00025723.jpg,car,11
train,00040077.jpg,car,19
train,00035685.jpg,car,2
train,00093376.jpg,car,1
train,00091785.jpg,car,1
train,00035974.jpg,pickup_truck,1
train,00051410.jpg,car,1
train,00097050.jpg,car,3
train,00073321.jpg,car,8
train,00017431.jpg,car,2
train,00024592.jpg,car,1
train,00040370.jpg,car,1
train,00062735.jpg,car,4
train,00079386.jpg,car,1
train,00029080.jpg,car,7
train,00049680.jpg,car,1
train,00047898.jpg,car,3
train,00037657.jpg,car,8
train,00089969.jpg,car,1
train,00086313.jpg,motorized_vehicle,2
train,00023632.jpg,car,1
train,00093289.jpg,car,1
train,00012963.jpg,car,4
train,00069054.jpg,car,2
train,00070376.jpg,car,2
train,00043615.jpg,car,2
train,00040781.jpg,car,1
train,00043591.jpg,car,1
train,00094577.jpg,car,2
train,00105572.jpg,car,9
train,00006786.jpg,pedestrian,4
train,00046235.jpg,pickup_truck,1
train,00083199.jpg,car,7
train,00081362.jpg,car,8
train,00017568.jpg,car,5
train,00046909.jpg,car,2
train,00101609.jpg,car,2
train,00030249.jpg,car,2
train,00087530.jpg,car,2
train,00041602.jpg,car,1
train,00022637.jpg,car,2
train,00105684.jpg,car,2
train,00108663.jpg,single_unit_truck,2
train,00076379.jpg,car,1
train,00043701.jpg,pedestrian,2
train,00036851.jpg,car,2
train,00061331.jpg,car,3
train,00023103.jpg,car,1
train,00038665.jpg,car,1
train,00063041.jpg,car,1
train,00007906.jpg,car,1
train,00073574.jpg,car,1
train,00068601.jpg,car,4
train,00087474.jpg,pickup_truck,1
train,00088124.jpg,single_unit_truck,1
train,00057345.jpg,car,3
train,00067983.jpg,bus,1
train,00106020.jpg,work_van,1
train,00006268.jpg,car,2
train,00007643.jpg,car,5
train,00089119.jpg,car,2
train,00076553.jpg,car,2
train,00058917.jpg,car,4
train,00040091.jpg,pickup_truck,5
train,00039795.jpg,car,2
train,00034155.jpg,car,2
train,00090969.jpg,car,3
train,00093587.jpg,pickup_truck,1
train,00002372.jpg,work_van,1
train,00064181.jpg,car,5
train,00092029.jpg,car,5
train,00038394.jpg,motorized_vehicle,1
train,00060235.jpg,car,2
train,00085113.jpg,pickup_truck,2
train,00083826.jpg,car,2
train,00069911.jpg,car,3
train,00054757.jpg,car,1
train,00045433.jpg,car,8
train,00062612.jpg,car,5
train,00086977.jpg,car,3
train,00075431.jpg,car,1
train,00094177.jpg,car,3
train,00030974.jpg,car,2
train,00004555.jpg,pickup_truck,1
train,00030465.jpg,car,3
train,00022381.jpg,car,3
train,00100010.jpg,articulated_truck,2
train,00096006.jpg,bus,1
train,00044699.jpg,car,12
train,00045138.jpg,car,1
train,00090586.jpg,car,2
train,00010236.jpg,car,6
train,00075702.jpg,car,2
train,00070123.jpg,pickup_truck,1
train,00016597.jpg,car,2
train,00067906.jpg,car,2
train,00068174.jpg,car,1
train,00088223.jpg,motorized_vehicle,1
train,00036689.jpg,car,1
train,00038216.jpg,work_van,2
train,00084724.jpg,bus,1
train,00089622.jpg,car,3
train,00029199.jpg,car,2
train,00078195.jpg,car,4
train,00063829.jpg,car,5
train,00002548.jpg,car,3
train,00073460.jpg,car,4
train,00025474.jpg,car,24
train,00068545.jpg,car,12
train,00097249.jpg,motorized_vehicle,1
train,00056843.jpg,articulated_truck,1
train,00071486.jpg,car,1
train,00043140.jpg,car,6
train,00082144.jpg,motorized_vehicle,3
train,00015291.jpg,car,10
train,00083875.jpg,pickup_truck,2
train,00040837.jpg,pickup_truck,5
train,00105461.jpg,car,1
train,00003842.jpg,pickup_truck,5
train,00062918.jpg,pickup_truck,2
train,00089664.jpg,car,1
train,00067367.jpg,pickup_truck,1
train,00059408.jpg,car,1
train,00003521.jpg,car,3
train,00107176.jpg,car,1
train,00051499.jpg,car,2
train,00073874.jpg,car,2
train,00062007.jpg,car,2
train,00002167.jpg,single_unit_truck,1
train,00034747.jpg,car,1
train,00053601.jpg,car,2
train,00052359.jpg,car,2
train,00077356.jpg,car,3
train,00057501.jpg,pedestrian,3
train,00038498.jpg,car,2
train,00006779.jpg,car,9
train,00002836.jpg,car,15
train,00065721.jpg,car,2
train,00107167.jpg,car,3
train,00005906.jpg,car,1
train,00030512.jpg,bus,2
train,00097572.jpg,car,4
train,00004084.jpg,car,6
train,00109897.jpg,car,1
train,00013368.jpg,car,3
train,00063235.jpg,car,3
train,00081285.jpg,car,1
train,00076764.jpg,car,2
train,00106373.jpg,car,3
train,00012878.jpg,car,3
train,00002194.jpg,car,1
train,00108686.jpg,car,3
train,00090007.jpg,car,3
train,00042167.jpg,work_van,2
train,00057492.jpg,pickup_truck,2
train,00055852.jpg,car,1
train,00086885.jpg,car,2
train,00029755.jpg,car,4
train,00006676.jpg,car,13
train,00105694.jpg,car,3
train,00059073.jpg,car,1
train,00040746.jpg,car,1
train,00010767.jpg,bus,6
train,00027214.jpg,car,3
train,00005334.jpg,car,2
train,00033618.jpg,pickup_truck,1
train,00098515.jpg,car,1
train,00050761.jpg,car,3
train,00058414.jpg,car,4
train,00040975.jpg,car,2
train,00000050.jpg,pickup_truck,5
train,00103251.jpg,car,1
train,00045722.jpg,car,6
train,00005537.jpg,bus,2
train,00100356.jpg,non_motorized_vehicle,3
train,00010007.jpg,pickup_truck,2
train,00068366.jpg,car,3
train,00099990.jpg,car,6
train,00026705.jpg,car,1
train,00084175.jpg,car,2
train,00046533.jpg,car,2
train,00060661.jpg,car,7
train,00027098.jpg,car,1
train,00010333.jpg,car,4
train,00086606.jpg,car,2
train,00015267.jpg,car,5
train,00071355.jpg,pickup_truck,1
train,00058682.jpg,car,3
train,00007426.jpg,articulated_truck,3
train,00029132.jpg,car,3
train,00103526.jpg,car,5
train,00023256.jpg,car,4
train,00004523.jpg,car,5
train,00080711.jpg,pickup_truck,1
train,00061831.jpg,pickup_truck,1
train,00095482.jpg,car,1
train,00110558.jpg,car,5
train,00069394.jpg,car,5
train,00108358.jpg,car,2
train,00041530.jpg,car,1
train,00025269.jpg,car,18
train,00033880.jpg,car,3
train,00095746.jpg,car,3
train,00034165.jpg,pickup_truck,2
train,00090272.jpg,pickup_truck,1
train,00088157.jpg,car,1
train,00003124.jpg,bicycle,1
train,00099046.jpg,car,4
train,00094093.jpg,car,3
train,00019664.jpg,car,2
train,00093353.jpg,car,10
train,00086315.jpg,car,3
train,00103981.jpg,car,1
train,00076089.jpg,car,1
train,00063672.jpg,car,1
train,00018567.jpg,car,3
train,00087404.jpg,car,5
train,00053042.jpg,car,1
train,00020930.jpg,pickup_truck,1
train,00068069.jpg,car,2
train,00076926.jpg,car,3
train,00003559.jpg,car,8
train,00048945.jpg,car,1
train,00074901.jpg,work_van,2
train,00093673.jpg,single_unit_truck,1
train,00083201.jpg,pickup_truck,1
train,00052524.jpg,pickup_truck,3
train,00082363.jpg,car,3
train,00015989.jpg,car,1
train,00019962.jpg,car,5
train,00090143.jpg,non_motorized_vehicle,2
train,00056266.jpg,articulated_truck,1
train,00011221.jpg,car,4
train,00078569.jpg,car,6
train,00098080.jpg,car,2
train,00030138.jpg,car,2
train,00098794.jpg,work_van,2
train,00082924.jpg,car,23
train,00048177.jpg,car,1
train,00048174.jpg,car,3
train,00061608.jpg,car,2
train,00052825.jpg,car,1
train,00002407.jpg,car,16
train,00021998.jpg,car,1
train,00062859.jpg,car,2
train,00024790.jpg,car,1
train,00076574.jpg,car,18
train,00016595.jpg,car,5
train,00032386.jpg,car,4
train,00007145.jpg,car,2
train,00005662.jpg,car,2
train,00101864.jpg,car,1
train,00008267.jpg,car,6
train,00009663.jpg,car,6
train,00008403.jpg,car,2
train,00049066.jpg,pickup_truck,1
train,00056865.jpg,pickup_truck,3
train,00014201.jpg,car,3
train,00059986.jpg,car,1
train,00092739.jpg,car,3
train,00015804.jpg,car,4
train,00051033.jpg,car,2
train,00102305.jpg,car,1
train,00035145.jpg,car,3
train,00091221.jpg,car,2
train,00026899.jpg,car,1
train,00017903.jpg,pickup_truck,1
train,00072133.jpg,car,4
train,00004378.jpg,car,3
train,00072563.jpg,car,4
train,00106189.jpg,car,1
train,00052472.jpg,car,1
train,00068676.jpg,car,3
train,00069300.jpg,car,2
train,00070779.jpg,pickup_truck,1
train,00040818.jpg,articulated_truck,2
train,00061224.jpg,car,1
train,00103975.jpg,motorcycle,2
train,00082807.jpg,car,3
train,00078689.jpg,car,5
train,00025441.jpg,car,16
train,00110513.jpg,bicycle,1
train,00084552.jpg,car,2
train,00010980.jpg,car,4
train,00035303.jpg,car,4
train,00050577.jpg,non_motorized_vehicle,2
train,00097093.jpg,single_unit_truck,1
train,00000116.jpg,car,1
train,00042158.jpg,car,1
train,00065287.jpg,car,2
train,00016405.jpg,car,1
train,00107163.jpg,car,5
train,00076430.jpg,pickup_truck,1
train,00030134.jpg,work_van,2
train,00039313.jpg,car,6
train,00072713.jpg,car,8
train,00018602.jpg,car,2
train,00042994.jpg,car,3
train,00079044.jpg,pickup_truck,1
train,00048766.jpg,pickup_truck,1
train,00036178.jpg,car,5
train,00064672.jpg,car,1
train,00094560.jpg,car,3
train,00040420.jpg,car,2
train,00054959.jpg,articulated_truck,1
train,00068596.jpg,car,5
train,00086554.jpg,bicycle,3
train,00027865.jpg,pickup_truck,5
train,00067879.jpg,car,2
train,00106894.jpg,car,10
train,00031963.jpg,articulated_truck,2
train,00018490.jpg,car,3
train,00073994.jpg,car,4
train,00040387.jpg,motorized_vehicle,2
train,00083718.jpg,car,1
train,00052114.jpg,pickup_truck,2
train,00099305.jpg,car,9
train,00080771.jpg,car,6
train,00009374.jpg,car,6
train,00039534.jpg,pickup_truck,2
train,00106281.jpg,car,2
train,00086741.jpg,motorized_vehicle,3
train,00022121.jpg,car,2
train,00019319.jpg,car,1
train,00045236.jpg,car,1
train,00087727.jpg,car,2
train,00054510.jpg,pickup_truck,1
train,00047912.jpg,car,1
train,00044557.jpg,car,1
train,00093574.jpg,car,3
train,00015844.jpg,car,3
train,00006001.jpg,car,6
train,00108776.jpg,car,6
train,00041496.jpg,car,2
train,00104146.jpg,motorized_vehicle,1
train,00020309.jpg,motorized_vehicle,1
train,00076989.jpg,car,1
train,00063478.jpg,car,3
train,00044900.jpg,car,2
train,00085320.jpg,car,4
train,00070630.jpg,car,2
train,00085613.jpg,car,2
train,00105522.jpg,pickup_truck,7
train,00042818.jpg,car,4
train,00109728.jpg,pickup_truck,2
train,00065416.jpg,car,5
train,00088083.jpg,motorized_vehicle,2
train,00106049.jpg,pickup_truck,1
train,00092446.jpg,car,4
train,00108756.jpg,car,10
train,00096231.jpg,bus,1
train,00097052.jpg,pickup_truck,1
train,00060201.jpg,pickup_truck,5
train,00075069.jpg,car,3
train,00028589.jpg,pickup_truck,1
train,00036353.jpg,pedestrian,4
train,00046027.jpg,car,6
train,00089206.jpg,car,1
train,00043637.jpg,car,3
train,00010856.jpg,motorized_vehicle,5
train,00030630.jpg,car,7
train,00028353.jpg,car,3
train,00097453.jpg,car,1
train,00090960.jpg,car,6
train,00068495.jpg,car,2
train,00019937.jpg,car,2
train,00010492.jpg,car,2
train,00017743.jpg,car,5
train,00103255.jpg,car,3
train,00005535.jpg,car,4
train,00029185.jpg,car,4
train,00050944.jpg,pickup_truck,6
train,00002492.jpg,pickup_truck,1
train,00037163.jpg,car,9
train,00000365.jpg,car,2
train,00072822.jpg,car,17
train,00035658.jpg,car,1
train,00084600.jpg,car,3
train,00074181.jpg,car,7
train,00038532.jpg,car,7
